Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
25,Yes,Travel_Rarely,Sales,16,4,Life Sciences,1,764,Male,2,Research Scientist,Married,198590,3,Y,19,8,0,6,3,3,2,2
37,No,Non-Travel,Sales,8,4,Medical,1,765,Male,1,Healthcare Representative,Single,75870,0,Y,22,8,1,7,5,6,1,3
56,No,Travel_Rarely,Research & Development,10,4,Other,1,766,Male,2,Sales Representative,Married,42580,2,Y,16,8,0,5,2,3,1,0
47,No,Travel_Rarely,Research & Development,3,2,Medical,1,767,Male,2,Laboratory Technician,Married,43640,3,Y,11,8,1,26,3,20,5,6
24,No,Travel_Rarely,Research & Development,5,1,Other,1,768,Male,1,Manufacturing Director,Married,43350,1,Y,15,8,1,5,5,5,0,3
32,No,Travel_Rarely,Sales,4,3,Marketing,1,769,Male,1,Research Scientist,Married,53260,4,Y,14,8,1,7,2,4,0,3
34,No,Travel_Rarely,Research & Development,9,2,Medical,1,770,Male,1,Sales Executive,Married,32800,5,Y,13,8,0,7,3,5,0,2
41,No,Travel_Rarely,Research & Development,26,3,Medical,1,771,Female,3,Sales Executive,Married,54850,2,Y,17,8,2,7,2,4,0,3
40,No,Non-Travel,Sales,3,2,Life Sciences,1,772,Male,1,Sales Executive,Divorced,43420,3,Y,11,8,1,11,6,8,0,7
31,No,Travel_Rarely,Research & Development,16,3,Medical,1,773,Male,2,Human Resources,Divorced,27820,1,Y,19,8,1,13,5,13,9,9
46,Yes,Travel_Rarely,Research & Development,18,1,Medical,1,774,Male,1,Manufacturing Director,Divorced,59800,4,Y,11,8,1,28,2,7,4,3
39,Yes,Non-Travel,Research & Development,2,4,Medical,1,775,Male,2,Manufacturing Director,Single,43810,2,Y,15,8,2,11,1,1,0,0
31,Yes,Travel_Frequently,Sales,2,3,Medical,1,776,Male,2,Sales Executive,Single,25720,1,Y,13,8,3,10,3,10,4,7
45,No,Travel_Rarely,Sales,10,2,Marketing,1,777,Male,1,Sales Executive,Divorced,38330,2,Y,14,8,0,24,1,7,0,7
31,No,Travel_Rarely,Research & Development,16,4,Life Sciences,1,778,Male,3,Human Resources,Single,42440,9,Y,13,8,0,8,3,3,0,2
31,Yes,Travel_Frequently,Research & Development,7,4,Life Sciences,1,779,Male,1,Laboratory Technician,Married,65000,6,Y,23,8,1,7,5,2,2,2
45,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,780,Female,1,Research Scientist,Married,184300,4,Y,12,8,1,10,5,3,1,2
48,No,Travel_Rarely,Research & Development,24,3,Technical Degree,1,781,Male,2,Research Scientist,Divorced,16010,4,Y,12,8,0,15,3,2,2,2
34,Yes,Travel_Rarely,Research & Development,7,4,Medical,1,782,Male,2,Research Scientist,Married,26940,1,Y,16,8,1,2,3,2,2,2
40,No,Non-Travel,Research & Development,25,4,Other,1,783,Female,1,Sales Executive,Divorced,31490,2,Y,15,8,1,16,1,9,4,8
28,No,Travel_Rarely,Research & Development,1,2,Technical Degree,1,784,Female,1,Research Scientist,Single,176390,0,Y,13,8,1,6,0,5,1,3
44,No,Non-Travel,Research & Development,5,3,Life Sciences,1,785,Male,1,Laboratory Technician,Single,23190,3,Y,18,8,0,7,4,5,0,3
53,No,Travel_Rarely,Research & Development,2,4,Technical Degree,1,786,Male,2,Manager,Single,116910,4,Y,20,8,0,35,2,9,8,8
49,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,787,Male,3,Laboratory Technician,Married,53240,2,Y,19,8,0,20,2,3,1,2
40,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,788,Male,3,Laboratory Technician,Divorced,167520,2,Y,18,8,1,8,3,3,1,2
44,No,Travel_Rarely,Research & Development,5,1,Other,1,789,Male,3,Research Scientist,Single,52280,1,Y,13,8,0,6,2,5,1,3
33,No,Travel_Frequently,Human Resources,10,3,Medical,1,790,Female,2,Sales Executive,Married,27000,0,Y,14,8,3,5,2,4,0,3
34,No,Travel_Rarely,Research & Development,10,4,Life Sciences,1,791,Female,1,Sales Representative,Single,192460,3,Y,15,8,1,15,5,13,3,12
30,No,Travel_Rarely,Sales,1,2,Technical Degree,1,792,Male,1,Laboratory Technician,Married,25060,8,Y,22,8,0,4,3,2,2,2
42,No,Travel_Frequently,Research & Development,8,4,Medical,1,793,Female,1,Sales Executive,Single,60620,1,Y,22,8,2,12,2,12,5,8
44,No,Travel_Frequently,Research & Development,5,3,Life Sciences,1,794,Female,5,Manufacturing Director,Married,43820,7,Y,16,8,2,11,2,1,0,0
30,No,Non-Travel,Research & Development,8,3,Life Sciences,1,795,Male,1,Manufacturing Director,Divorced,21430,1,Y,17,8,1,1,2,1,0,0
57,No,Travel_Rarely,Sales,2,1,Life Sciences,1,796,Male,3,Research Scientist,Married,61620,0,Y,14,8,0,13,5,12,2,8
49,No,Travel_Rarely,Research & Development,7,3,Technical Degree,1,797,Female,2,Sales Executive,Divorced,50940,3,Y,15,8,0,29,5,8,0,7
34,No,Travel_Frequently,Research & Development,2,4,Medical,1,798,Female,2,Sales Representative,Divorced,68770,7,Y,20,8,0,16,3,14,6,9
28,Yes,Travel_Frequently,Research & Development,2,3,Medical,1,799,Male,1,Research Scientist,Married,22740,3,Y,20,8,1,5,5,3,1,2
29,Yes,Travel_Frequently,Research & Development,28,3,Medical,1,800,Female,5,Research Scientist,Single,44340,NA,Y,17,8,3,7,1,5,0,0
34,Yes,Travel_Rarely,Research & Development,7,1,Medical,1,801,Male,1,Research Scientist,Single,62880,0,Y,15,8,1,16,2,15,10,10
35,No,Travel_Rarely,Sales,7,4,Other,1,802,Female,4,Healthcare Representative,Married,25530,1,Y,14,8,1,1,4,1,0,0
24,Yes,Travel_Frequently,Sales,3,3,Life Sciences,1,803,Male,2,Research Scientist,Single,76540,2,Y,17,8,1,4,3,0,0,0
24,No,Non-Travel,Research & Development,10,3,Life Sciences,1,804,Female,2,Manager,Married,51600,1,Y,17,8,1,1,3,1,0,0
44,No,Travel_Frequently,Research & Development,5,2,Medical,1,805,Female,2,Research Scientist,Single,171590,5,Y,22,8,1,16,1,2,2,2
29,No,Travel_Rarely,Sales,10,2,Life Sciences,1,806,Female,1,Sales Executive,Divorced,128080,1,Y,13,8,0,10,6,10,0,4
30,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,807,Male,3,Sales Executive,Divorced,102210,0,Y,19,8,1,6,2,5,1,3
55,No,Travel_Rarely,Sales,20,3,Marketing,1,808,Male,2,Research Scientist,Married,47790,0,Y,14,8,1,4,6,3,1,2
33,No,Travel_Rarely,Research & Development,7,2,Life Sciences,1,809,Male,2,Research Scientist,Married,37370,8,Y,22,8,2,8,2,5,0,2
47,No,Travel_Rarely,Research & Development,8,4,Medical,1,810,Female,2,Sales Representative,Married,23660,3,Y,17,8,0,11,5,5,1,2
28,Yes,Travel_Frequently,Sales,1,3,Marketing,1,811,Male,2,Laboratory Technician,Single,17060,7,Y,12,8,0,8,3,0,0,0
28,No,Travel_Rarely,Sales,8,4,Marketing,1,812,Male,1,Laboratory Technician,Divorced,163070,1,Y,16,8,0,1,3,1,0,0
28,No,Travel_Frequently,Research & Development,9,3,Life Sciences,1,813,Female,2,Sales Executive,Single,59330,0,Y,11,8,0,5,3,4,1,3
49,No,Travel_Rarely,Research & Development,5,4,Life Sciences,1,814,Female,1,Research Scientist,Married,34240,4,Y,11,8,0,10,3,3,1,2
29,No,Travel_Frequently,Research & Development,8,1,Medical,1,815,Male,1,Research Scientist,Married,40370,0,Y,14,8,0,4,2,3,0,2
28,No,Travel_Rarely,Research & Development,5,1,Technical Degree,1,816,Male,2,Laboratory Technician,Married,25590,1,Y,11,8,0,8,3,8,1,7
33,No,Travel_Rarely,Research & Development,15,4,Life Sciences,1,817,Female,1,Sales Executive,Single,62010,2,Y,15,8,3,14,2,0,0,0
32,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,818,Female,3,Laboratory Technician,Single,44030,2,Y,20,8,0,10,3,5,0,0
54,No,Travel_Frequently,Sales,10,3,Life Sciences,1,819,Female,4,Research Scientist,Divorced,37610,3,Y,12,8,0,26,3,14,1,12
29,Yes,Travel_Rarely,Research & Development,5,3,Life Sciences,1,820,Female,2,Research Scientist,Single,109340,6,Y,17,8,2,11,2,9,0,7
44,No,Travel_Rarely,Sales,26,1,Marketing,1,821,Male,1,Sales Representative,Married,107610,3,Y,11,8,1,24,5,20,14,17
39,No,Travel_Rarely,Sales,6,1,Technical Degree,1,822,Female,2,Laboratory Technician,Single,51750,4,Y,17,8,1,9,2,2,2,2
46,No,Travel_Rarely,Research & Development,4,2,Life Sciences,1,823,Male,3,Manufacturing Director,Married,138260,8,Y,11,8,0,23,1,13,5,1
35,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,824,Male,2,Research Scientist,Single,63340,1,Y,14,8,0,11,2,11,3,3
23,No,Travel_Rarely,Research & Development,2,4,Medical,1,825,Female,2,Manager,Single,49360,0,Y,19,8,1,5,2,4,1,2
40,Yes,Travel_Rarely,Research & Development,2,3,Medical,1,826,Male,2,Research Director,Single,47750,3,Y,15,8,1,15,3,5,1,0
34,No,Travel_Rarely,Human Resources,2,3,Human Resources,1,827,Male,2,Manufacturing Director,Married,28180,1,Y,13,8,1,10,2,10,8,6
31,Yes,Travel_Frequently,Research & Development,29,3,Life Sciences,1,828,Female,2,Healthcare Representative,Single,25150,1,Y,14,8,0,7,3,7,7,7
50,No,Travel_Frequently,Research & Development,6,3,Medical,1,829,Male,1,Manager,Single,23420,1,Y,12,8,1,32,2,32,13,9
34,No,Travel_Rarely,Sales,25,5,Marketing,1,830,Female,1,Research Scientist,Married,41940,0,Y,17,8,2,12,3,11,5,7
42,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,831,Female,1,Manufacturing Director,Married,106850,4,Y,11,8,3,4,2,1,0,0
37,No,Travel_Rarely,Research & Development,2,2,Medical,1,832,Male,1,Research Scientist,Married,20220,1,Y,12,8,0,10,1,10,3,7
29,No,Travel_Rarely,Research & Development,1,3,Medical,1,833,Female,1,Manager,Married,23140,3,Y,13,8,0,9,5,7,0,7
33,No,Travel_Rarely,Research & Development,1,1,Life Sciences,1,834,Male,1,Research Scientist,Single,42560,1,Y,13,8,3,5,1,5,0,2
45,No,Travel_Rarely,Sales,3,3,Life Sciences,1,835,Male,3,Laboratory Technician,Married,35800,4,Y,20,8,1,8,1,5,0,3
42,No,Travel_Frequently,Human Resources,1,4,Technical Degree,1,836,Male,2,Manufacturing Director,Married,31620,2,Y,17,8,2,24,1,20,13,9
40,No,Travel_Rarely,Sales,10,1,Life Sciences,1,837,Female,1,Manufacturing Director,Married,65240,0,Y,13,8,1,9,2,8,7,1
33,No,Travel_Rarely,Research & Development,9,3,Medical,1,838,Female,2,Manufacturing Director,Married,28990,1,Y,17,8,0,15,3,15,5,7
40,No,Travel_Rarely,Sales,5,5,Life Sciences,1,839,Male,1,Manufacturing Director,Single,52310,1,Y,12,8,2,21,4,21,7,7
24,No,Travel_Rarely,Sales,10,2,Marketing,1,840,Male,1,Manufacturing Director,Divorced,23560,0,Y,13,8,0,2,5,1,0,0
40,No,Non-Travel,Research & Development,7,3,Medical,1,841,Male,1,Research Scientist,Divorced,28000,3,Y,12,8,2,8,0,2,2,2
45,No,Travel_Rarely,Research & Development,4,3,Medical,1,842,Female,3,Laboratory Technician,Divorced,118360,1,Y,22,8,0,10,2,10,7,7
35,No,Travel_Rarely,Research & Development,10,1,Life Sciences,1,843,Male,1,Healthcare Representative,Married,109030,0,Y,11,8,0,6,3,5,4,2
32,No,Travel_Rarely,Research & Development,22,4,Medical,1,844,Male,1,Sales Executive,Married,29730,3,Y,22,8,0,12,0,7,2,5
36,No,Travel_Rarely,Sales,9,3,Marketing,1,845,Female,4,Research Scientist,Single,142750,3,Y,18,8,1,7,5,3,1,2
48,No,Travel_Rarely,Research & Development,12,4,Medical,1,846,Male,1,Laboratory Technician,Divorced,55620,8,Y,13,8,1,18,2,8,7,7
29,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,847,Female,2,Healthcare Representative,Married,45370,6,Y,18,8,1,5,5,1,0,0
33,No,Travel_Rarely,Research & Development,9,1,Medical,1,848,Male,1,Healthcare Representative,Married,76420,2,Y,20,8,1,8,2,2,2,2
30,Yes,Travel_Rarely,Research & Development,1,3,Other,1,849,Male,3,Sales Executive,Married,179240,1,Y,13,8,2,10,2,10,6,7
38,No,Travel_Frequently,Sales,9,3,Marketing,1,850,Male,1,Manufacturing Director,Married,52040,3,Y,13,8,1,10,2,6,1,2
35,No,Travel_Rarely,Sales,7,2,Life Sciences,1,851,Male,1,Sales Executive,Single,22770,1,Y,12,8,1,3,2,3,1,2
30,No,Travel_Rarely,Research & Development,14,3,Technical Degree,1,852,Male,5,Research Director,Married,27950,3,Y,13,8,0,9,4,4,1,3
35,Yes,Travel_Rarely,Research & Development,2,3,Medical,1,853,Female,1,Research Scientist,Divorced,25320,1,Y,13,8,0,1,2,1,0,0
53,Yes,Travel_Rarely,Research & Development,19,3,Life Sciences,1,854,Male,2,Manager,Married,25590,0,Y,25,8,0,34,2,33,1,9
38,Yes,Travel_Rarely,Research & Development,2,3,Medical,1,855,Female,3,Sales Executive,Married,49080,4,Y,19,8,1,7,3,5,1,4
32,No,Non-Travel,Research & Development,10,4,Life Sciences,1,856,Female,5,Research Scientist,Married,23800,4,Y,13,8,0,9,5,6,1,2
48,No,Travel_Rarely,Research & Development,2,5,Life Sciences,1,857,Male,1,Sales Executive,Married,47650,8,Y,12,8,1,10,4,8,7,6
34,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,858,Male,2,Sales Executive,Single,20440,1,Y,11,8,0,1,2,1,0,0
55,No,Travel_Rarely,Research & Development,11,1,Medical,1,859,Female,1,Laboratory Technician,Married,26930,1,Y,18,8,0,36,6,36,2,13
34,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,860,Male,2,Research Scientist,Married,65860,9,Y,18,8,1,9,3,2,2,1
26,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,861,Male,1,Research Director,Married,32940,1,Y,11,8,0,1,6,1,0,0
38,No,Travel_Rarely,Sales,14,2,Marketing,1,862,Female,1,Sales Executive,Married,41710,0,Y,23,8,0,10,4,9,7,7
38,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,863,Female,1,Manufacturing Director,Single,27780,2,Y,13,8,0,8,5,3,1,2
36,No,Travel_Rarely,Human Resources,1,3,Human Resources,1,864,Male,1,Research Scientist,Single,23770,6,Y,13,8,2,15,3,1,0,0
29,No,Travel_Rarely,Research & Development,10,3,Life Sciences,1,865,Male,1,Sales Representative,Single,24040,1,Y,17,8,0,10,3,10,1,5
35,No,Travel_Rarely,Sales,12,2,Life Sciences,1,866,Female,2,Sales Executive,Single,23180,3,Y,19,8,0,10,4,5,0,4
39,No,Travel_Rarely,Sales,2,2,Medical,1,867,Female,1,Sales Executive,Married,20080,2,Y,12,8,0,11,3,7,7,6
29,No,Travel_Frequently,Research & Development,5,1,Medical,1,868,Female,1,Research Scientist,Divorced,62440,1,Y,22,8,0,6,3,6,1,3
50,No,Travel_Rarely,Research & Development,4,2,Medical,1,869,Female,1,Laboratory Technician,Married,27990,4,Y,12,8,1,27,0,1,0,0
23,No,Travel_Rarely,Research & Development,7,2,Life Sciences,1,870,Female,3,Manager,Married,105520,2,Y,11,8,0,4,2,2,2,2
36,No,Travel_Frequently,Sales,21,3,Life Sciences,1,871,Male,2,Human Resources,Married,23290,3,Y,15,8,0,9,2,3,0,2
42,No,Travel_Rarely,Research & Development,8,2,Life Sciences,1,872,Female,5,Manager,Single,40140,8,Y,13,8,1,24,3,1,0,1
35,No,Travel_Rarely,Sales,4,3,Medical,1,873,Female,2,Laboratory Technician,Married,74030,1,Y,12,8,1,10,4,10,6,8
34,No,Travel_Frequently,Research & Development,25,1,Life Sciences,1,874,Female,1,Manager,Married,22590,1,Y,14,8,0,8,2,8,7,7
40,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,875,Male,2,Laboratory Technician,Married,69320,1,Y,13,8,0,5,5,5,1,2
43,No,Travel_Rarely,Research & Development,1,1,Other,1,876,Male,1,Manager,Divorced,46780,5,Y,25,8,1,8,0,6,0,2
35,No,Travel_Rarely,Sales,6,3,Marketing,1,877,Female,3,Sales Representative,Married,135820,1,Y,17,8,1,1,3,1,0,1
46,No,Travel_Rarely,Research & Development,12,4,Technical Degree,1,878,Male,1,Laboratory Technician,Single,23320,1,Y,11,8,0,27,2,26,0,12
28,Yes,Travel_Rarely,Human Resources,1,3,Medical,1,879,Female,2,Laboratory Technician,Married,24130,1,Y,16,8,1,1,2,1,0,0
22,No,Non-Travel,Sales,17,2,Marketing,1,880,Male,3,Sales Executive,Married,97050,1,Y,18,8,2,4,3,4,1,3
50,No,Travel_Frequently,Research & Development,3,3,Other,1,881,Male,2,Research Scientist,Married,42940,2,Y,20,8,0,32,2,30,12,13
32,No,Travel_Rarely,Research & Development,3,2,Life Sciences,1,882,Male,3,Research Scientist,Married,47210,3,Y,14,8,1,6,3,3,0,2
44,No,Travel_Rarely,Research & Development,10,3,Technical Degree,1,883,Male,3,Manager,Divorced,25190,0,Y,21,8,2,23,2,22,1,10
30,No,Travel_Rarely,Research & Development,4,3,Medical,1,884,Female,1,Research Director,Married,21210,1,Y,13,8,1,6,2,6,1,1
45,No,Travel_Rarely,Sales,29,2,Technical Degree,1,885,Female,2,Research Scientist,Single,29730,1,Y,12,8,0,10,2,10,1,4
45,No,Non-Travel,Sales,2,4,Life Sciences,1,886,Male,2,Manufacturing Director,Married,58550,1,Y,14,8,1,10,3,10,4,5
31,No,Travel_Frequently,Research & Development,7,3,Medical,1,887,Male,2,Research Scientist,Single,36170,7,Y,21,8,1,10,5,5,0,3
36,No,Travel_Rarely,Research & Development,18,1,Medical,1,888,Male,2,Manufacturing Director,Married,67250,9,Y,17,8,1,7,3,3,1,1
34,No,Travel_Frequently,Sales,28,4,Marketing,1,889,Male,5,Manufacturing Director,Divorced,103250,1,Y,11,8,1,9,3,9,7,2
49,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,890,Male,3,Healthcare Representative,Married,69490,1,Y,14,8,1,10,2,9,1,4
39,No,Travel_Rarely,Research & Development,6,2,Life Sciences,1,891,Male,3,Research Scientist,Married,106090,2,Y,17,8,1,10,2,7,7,7
27,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,892,Male,4,Research Scientist,Divorced,44470,1,Y,13,8,0,7,4,7,0,7
35,No,Travel_Rarely,Research & Development,2,3,Medical,1,893,Female,2,Sales Executive,Married,21570,1,Y,25,8,0,16,1,16,1,10
28,No,Travel_Rarely,Research & Development,23,3,Life Sciences,1,894,Male,3,Manufacturing Director,Divorced,46010,0,Y,15,8,2,6,2,5,0,0
21,No,Travel_Rarely,Research & Development,3,1,Life Sciences,1,895,Female,1,Laboratory Technician,Single,170990,1,Y,14,8,1,3,2,2,2,2
18,Yes,Travel_Frequently,Research & Development,3,5,Medical,1,896,Male,1,Research Director,Single,24790,1,Y,12,8,1,0,2,0,0,0
47,No,Travel_Rarely,Research & Development,25,4,Medical,1,897,Male,2,Research Scientist,Married,148520,3,Y,19,8,3,27,3,5,1,0
39,No,Travel_Rarely,Sales,2,4,Life Sciences,1,898,Male,1,Laboratory Technician,Divorced,72640,0,Y,17,8,0,11,5,10,0,7
40,No,Travel_Rarely,Research & Development,22,1,Life Sciences,1,899,Male,1,Laboratory Technician,Married,56660,1,Y,14,8,1,18,2,18,14,12
35,No,Non-Travel,Research & Development,29,3,Medical,1,900,Female,2,Sales Executive,Married,78230,1,Y,13,8,1,15,3,14,2,9
37,No,Travel_Rarely,Research & Development,29,4,Technical Degree,1,901,Male,1,Laboratory Technician,Married,78800,3,Y,12,8,1,9,2,4,0,2
39,No,Travel_Frequently,Research & Development,2,3,Technical Degree,1,902,Female,2,Manager,Single,131940,0,Y,11,8,0,10,2,9,3,8
45,No,Travel_Rarely,Research & Development,28,3,Life Sciences,1,903,Female,2,Laboratory Technician,Divorced,50670,1,Y,11,8,2,10,3,10,3,9
38,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,904,Female,3,Sales Executive,Married,50790,3,Y,11,8,0,10,3,5,0,2
35,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,1,905,Male,3,Healthcare Representative,Married,23210,9,Y,12,8,1,15,0,13,6,0
37,No,Travel_Rarely,Research & Development,22,3,Life Sciences,1,906,Female,2,Healthcare Representative,Married,174440,1,Y,14,8,0,8,4,8,7,7
40,No,Travel_Rarely,Research & Development,8,3,Technical Degree,1,907,Female,2,Healthcare Representative,Single,24040,6,Y,17,8,0,18,2,4,3,3
44,No,Travel_Frequently,Sales,2,2,Marketing,1,908,Male,1,Laboratory Technician,Married,34520,4,Y,11,8,1,14,2,10,0,2
48,No,Travel_Frequently,Sales,10,4,Marketing,1,909,Female,3,Manager,Married,22700,2,Y,14,8,3,23,2,2,2,2
35,Yes,Travel_Rarely,Research & Development,9,3,Life Sciences,1,910,Male,2,Manager,Divorced,173990,6,Y,12,8,0,7,3,2,2,2
24,No,Travel_Frequently,Research & Development,15,3,Life Sciences,1,911,Male,2,Research Scientist,Single,54880,1,Y,22,8,1,6,6,6,1,3
27,No,Travel_Rarely,Sales,10,4,Life Sciences,1,912,Male,3,Sales Executive,Married,194190,7,Y,14,8,1,5,2,3,0,2
27,No,Travel_Frequently,Research & Development,7,3,Life Sciences,1,913,Male,1,Research Scientist,Single,28110,2,Y,20,8,0,6,3,4,1,2
40,Yes,Travel_Rarely,Sales,16,4,Marketing,1,914,Male,1,Research Director,Single,36330,3,Y,16,8,2,10,0,4,0,3
29,No,Travel_Rarely,Research & Development,20,1,Medical,1,915,Female,2,Manager,Single,41630,9,Y,15,8,1,8,4,5,1,4
36,No,Travel_Rarely,Research & Development,23,3,Life Sciences,1,916,Female,3,Sales Executive,Married,21320,4,Y,20,8,0,9,1,3,0,2
25,No,Travel_Frequently,Sales,5,1,Marketing,1,917,Male,4,Manufacturing Director,Divorced,139730,1,Y,14,8,0,7,3,7,0,7
39,No,Travel_Rarely,Sales,10,3,Marketing,1,918,Female,2,Research Director,Married,26840,4,Y,12,8,0,7,2,5,1,0
49,No,Travel_Rarely,Sales,4,2,Life Sciences,1,919,Male,2,Research Director,Married,108450,3,Y,24,8,0,27,4,4,1,2
50,No,Travel_Rarely,Research & Development,2,2,Medical,1,920,Male,3,Sales Executive,Divorced,43770,5,Y,12,8,1,19,2,14,1,11
20,No,Travel_Rarely,Research & Development,18,4,Medical,1,921,Female,2,Sales Executive,Single,37430,1,Y,13,8,1,2,2,2,2,2
34,No,Travel_Rarely,Research & Development,10,3,Medical,1,922,Male,3,Laboratory Technician,Divorced,41480,1,Y,11,8,0,11,3,11,7,9
36,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,923,Female,2,Healthcare Representative,Single,10510,2,Y,14,8,0,15,2,4,1,3
49,No,Travel_Rarely,Human Resources,6,2,Life Sciences,1,924,Female,2,Research Scientist,Married,107390,2,Y,11,8,3,30,3,15,2,12
36,No,Non-Travel,Research & Development,8,4,Life Sciences,1,925,Male,4,Laboratory Technician,Married,103880,0,Y,14,8,0,4,2,3,1,2
36,No,Travel_Rarely,Research & Development,2,2,Medical,1,926,Female,2,Healthcare Representative,Divorced,114160,6,Y,16,8,0,13,2,5,0,4
54,No,Travel_Rarely,Sales,24,3,Marketing,1,927,Male,1,Laboratory Technician,Married,26000,3,Y,14,8,0,36,5,10,4,7
43,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,928,Female,1,Research Scientist,Married,24220,1,Y,11,8,1,14,2,14,6,11
35,Yes,Travel_Frequently,Research & Development,17,4,Medical,1,929,Male,1,Research Director,Single,54720,3,Y,11,8,1,13,3,11,6,7
38,No,Travel_Frequently,Research & Development,19,2,Life Sciences,1,930,Male,2,Research Scientist,Married,24510,7,Y,12,8,1,19,3,13,2,9
29,No,Travel_Rarely,Research & Development,1,2,Medical,1,931,Male,2,Sales Representative,Divorced,42400,1,Y,14,8,0,10,2,10,0,9
33,No,Travel_Rarely,Research & Development,7,3,Medical,1,932,Male,5,Sales Executive,Divorced,109990,1,Y,18,8,3,6,3,6,0,4
32,No,Travel_Rarely,Research & Development,5,4,Technical Degree,1,933,Male,5,Research Scientist,Divorced,50030,NA,Y,13,8,0,10,5,9,1,6
31,No,Travel_Rarely,Research & Development,28,4,Technical Degree,1,934,Female,2,Sales Executive,Married,127420,1,Y,11,8,0,10,4,10,0,2
49,No,Travel_Rarely,Research & Development,2,4,Medical,1,935,Male,1,Laboratory Technician,Divorced,42270,4,Y,18,8,0,17,3,2,2,2
38,No,Travel_Frequently,Sales,29,2,Medical,1,936,Female,1,Sales Executive,Single,39170,1,Y,15,8,3,4,2,4,3,3
47,No,Travel_Rarely,Research & Development,1,4,Medical,1,937,Male,3,Laboratory Technician,Divorced,183030,6,Y,22,8,1,29,2,3,1,2
49,No,Travel_Rarely,Research & Development,21,3,Medical,1,938,Male,2,Manufacturing Director,Single,23800,4,Y,13,8,0,23,3,8,0,0
41,No,Travel_Rarely,Research & Development,24,4,Life Sciences,1,939,Female,4,Manager,Single,137260,3,Y,12,8,0,21,6,2,0,2
20,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,940,Male,1,Sales Representative,Single,47770,1,Y,18,8,1,2,3,2,0,2
33,No,Non-Travel,Research & Development,18,2,Medical,1,941,Female,2,Healthcare Representative,Divorced,63850,1,Y,13,8,0,7,6,6,1,2
36,No,Travel_Rarely,Research & Development,2,2,Technical Degree,1,942,Male,3,Sales Executive,Married,199730,6,Y,12,8,0,10,2,3,0,2
44,No,Travel_Rarely,Research & Development,9,3,Technical Degree,1,943,Female,3,Healthcare Representative,Divorced,68610,4,Y,12,8,0,8,2,2,2,2
23,Yes,Travel_Rarely,Human Resources,6,3,Life Sciences,1,944,Female,3,Laboratory Technician,Single,49690,1,Y,12,8,0,5,3,5,1,2
38,No,Travel_Rarely,Research & Development,11,2,Life Sciences,1,945,Male,1,Sales Executive,Married,198450,7,Y,11,8,1,7,3,0,0,0
53,No,Travel_Rarely,Research & Development,24,3,Life Sciences,1,946,Male,4,Research Director,Married,133200,3,Y,11,8,0,11,2,4,1,2
48,Yes,Travel_Frequently,Sales,10,2,Marketing,1,947,Male,1,Healthcare Representative,Married,63470,2,Y,12,8,1,19,3,9,7,7
32,Yes,Travel_Rarely,Sales,1,3,Life Sciences,1,948,Male,2,Research Scientist,Single,27430,1,Y,19,8,1,1,2,1,0,0
26,No,Non-Travel,Research & Development,18,2,Medical,1,949,Male,1,Human Resources,Single,108800,1,Y,23,8,1,7,5,7,5,7
55,No,Travel_Rarely,Research & Development,23,1,Life Sciences,1,950,Male,5,Laboratory Technician,Divorced,23420,5,Y,11,8,2,8,2,4,1,2
34,No,Travel_Rarely,Sales,28,3,Life Sciences,1,951,Female,2,Research Scientist,Married,176500,1,Y,19,8,1,15,6,15,4,13
60,No,Travel_Rarely,Sales,17,4,Medical,1,952,Male,1,Manager,Divorced,40250,3,Y,13,8,1,19,5,1,0,0
33,No,Travel_Rarely,Sales,3,3,Life Sciences,1,953,Male,3,Manager,Married,97250,1,Y,11,8,0,14,0,14,2,13
37,No,Travel_Frequently,Research & Development,13,3,Life Sciences,1,954,Male,1,Laboratory Technician,Divorced,119040,1,Y,12,8,1,6,4,6,1,3
